text,emotion,label
Top EU Official Disputes That Trump Could Upend Iran Nuclear Deal,anger,FAKE
Another 4.6-Magnitude Tremor Hits Central Italy After Two Earthquakes,fear,FAKE
Christie is wrong. Vaccination is not a personal decision. It's a social obligation.,neutral,REAL
Steve Case: Why I’m voting for Hillary Clinton,neutral,REAL
Comment on Unprecedented letter from Chair of Joint Chiefs suggests U.S. military does not want a President Hillary by joworth,fear,FAKE
Israel Tracked ‘Anti-Government’ Journalists On Facebook,anger,FAKE
Newt Says GOP Women Are Actually Thanking Him for Calling Out Megyn Kelly on ‘Sex Obsession’,neutral,FAKE
An Admittedly Ingenious Low,disgust,FAKE
Week of Donald Trump-Hillary Clinton feud a taste of things to come,neutral,REAL
Trump calls for charges against Clinton after FBI interview in email investigation,anger,REAL
Teenager ‘enamored with ISIS’ in court over ‘viable device’ found on London Underground,anger,FAKE
How To Talk To Your Child About Death - The Onion - America's Finest News Source,neutral,FAKE
Busted: Bill Recorded Telling Mistress To Deny That Clintons Helped Her Get A State Job,disgust,FAKE
BREAKING: U.S. And Russian Jets Almost Collide Over Syria,fear,FAKE
"Cruz takes all 14 delegates at Wyoming GOP convention, NY primary next",neutral,REAL
Think Indiana is bad? It's legal to deny service to gay and lesbian people in 29 states.,neutral,REAL
Crossing the Acheron: Back to Vietnam,neutral,FAKE
"Before leak, NSA mulled ending phone program",fear,REAL
“America has lost” in the Philippines,sadness,FAKE
Report: Solar industry added jobs 20 times faster than the national average last year,surprise,REAL
The teachable moment of Saudi Arabia’s economic threat against the United States,fear,REAL
What Are Saponins? Discovering Their Health Benefits,neutral,FAKE
This astonishing chart shows how moderate Republicans are an endangered species,surprise,REAL
Why the Democrats Keep Losing the Congress,sadness,FAKE
Will Barack Obama Delay Or Suspend The Election If Hillary Is Forced Out By The New FBI Email Investigation?,neutral,FAKE
The wingnut myth that refuses to die: The one simple reason why there’s no “liberal media conspiracy”,neutral,REAL
LEAKED BOMBSHELL: The Shocking Truth About Hillary That Huma Abedin Has Concealed For Years,fear,FAKE
Bombshell: 2006 audio of Hillary Clinton proposing rigging Palestine election,disgust,FAKE
Dems’ scary electoral future: Why the progressive sales pitch is getting harder,fear,REAL
Chinese Immigrants Demand Protection from Paris Muggers,anger,FAKE
Transylvania Recalls Melania Trump While Movement To Deport Her Gains Steam,sadness,FAKE
OnPolitics | 's politics blog,neutral,REAL
NYC Democratic Election Commissioner: “They Bus People Around to Vote”,neutral,FAKE
"Poll: With 2016 approaching, Clinton maintains advantages",neutral,REAL
"Facebook is full of fake news stories. On Election Day, don’t fall for them.",neutral,REAL
Electric Floors Could Generate Renewable Energy From Walking,neutral,FAKE
Kind Samaritan Pays Off All Overdue Lunch Fees At Hometown Elementary School,sadness,FAKE
"Why now, John Kasich?",surprise,REAL
New Heavy-Duty Voting Machine Allows Americans To Take Out Frustration On It Before Casting Ballot - The Onion - America's Finest News Source,anger,FAKE
House approves Syrian refugees bill,neutral,REAL
Round 2: GOP rivals try to ding Trump at debate – front-runner hits back,anger,REAL
Hillary admits creation of Mujahedin plague,fear,FAKE
Russia prevented Spain from diplomatical conflict denying its proposal,anger,FAKE
Get Ready For A Likely Market Crash After Election [Video w/ Transcript],neutral,FAKE
When white nationalists show up to 'monitor' the polls,anger,REAL
Michelle Obama Deletes Hillary Clinton From Twitter,neutral,FAKE
DAPL Protesters Proven Right as Largest Gas Pipeline in U.S. Experiences Massive and Deadly Explosion,fear,FAKE
Jeb Bush Attacks Obama Administration For Failing 'Easy Calls' On Religious Freedom,anger,REAL
US Insiders  Not Russia  Leaked Clinton Emails,neutral,FAKE
Iraq ‘Ready For War’ With Turkey Over Who Should Control Mosul After Isis,fear,FAKE
Trump voter listens carefully to call for national unity then sets up Aryan website,neutral,FAKE
NOT KIDDING: Colleges Give Students “Safe Spaces” To Cry Over Trump Win…Threaten Students Over Pro-Trump “Chalkings”,fear,FAKE
"Ferguson, N. Charleston: 2 police killings, 2 outcomes",anger,REAL
"Uber Drivers Found To Discriminate By Gender, Race - The Onion - America's Finest News Source",disgust,FAKE
Senate GOP prepared to replace Obamacare subsidies,neutral,REAL
Putin Dedicates Christian Statue to Prince Vladimir,neutral,FAKE
Newt Gingrich goes berserk when Fox News Megyn Kelly referred to Trump as a sexual predator,anger,FAKE
Why Sprott Believes Gold Bullion Is A Mandatory Portfolio Asset,joy,FAKE
Let’s Be Clear—A Vote for Warmonger Hillary Clinton Is a Vote for World War 3,neutral,FAKE
Twitter Users DESTROY Clinton Puppet James Comey #ComeyResign – TruthFeed,anger,FAKE
Trump says GOP opposition to him 'taking advantage of our country',anger,REAL
GOP voters want an apocalypse: The truth about Trump & Carson’s success,neutral,REAL
EWAO Hubble has just spotted mysterious 'plasma balls' of unknown origin,surprise,FAKE
Donald Trump's lost month in Iowa,sadness,REAL
Hillary Helped Chelsea’s Friend With VISA Issues Within 2 Hours,neutral,FAKE
"From downed Russian jet, hard lessons about destroying Islamic State",fear,REAL
Webb rips Clinton's State record as he mulls independent White House bid,neutral,REAL
JOHNSON & JOHNSON ORDERED TO PAY $70 MILLION TO CALIFORNIA WOMAN FOR CANCER-LINKED BABY POWDER,neutral,FAKE
Who's Got the Best Chance against Clinton? It's Not Who You Think…,neutral,REAL
"Rubio: Obama's diplomacy with dictators threatens America's safety, security",fear,REAL
The Daily 202: Clinton and Trump cave to pressure,anger,REAL
"Inside the Invisible Government: War, Propaganda, Clinton & Trump",disgust,FAKE
"Former GOP Congressman Goes Full Trump, Encourages Armed Revolt If Clinton Wins",fear,FAKE
"For young black activists, an urgent task: Persuading peers to vote",neutral,REAL
Peter Brimelow On With Steve Curtis At 8:05 Eastern,neutral,FAKE
Marco Rubio’s big gamble,neutral,REAL
Donald Trump's year of tweeting dangerously,fear,REAL
Coalition Nations Seek to Put North Korea in a Vise,fear,FAKE
National Review disses Donald Trump: Why the magazine's plan won't work,sadness,REAL
Hillary Clinton's 'Delegate Hell',disgust,REAL
Thomas Frank Explores Whether Hillary Clinton and the Democratic Party Will Address Inequality,neutral,FAKE
Congress likely to blow budget deadline,fear,REAL
Ukraine Withdraws Forces After Fight Over Strategic City,anger,REAL
6 Myths That Men Believe About Southeast Asia,neutral,FAKE
What happened in this election?,surprise,FAKE
Top university stole millions from taxpayers by faking global warming research,anger,FAKE
No charges after new review of Hillary Clinton emails – FBI director,sadness,FAKE
"Playing the “rigged” card: Trump, Jones and other conspiracy mongers must look within the GOP for the legit scandals",neutral,REAL
“Brexit means Clusterfuck” confirms Prime Minister,disgust,FAKE
Why Netanyahu is confronting the White House,fear,REAL
‘Ignored’ voter to become ‘absolutely shafted’ voter,disgust,FAKE
Hillary Reboots ‘Vast Right-Wing Conspiracy’ Playbook,neutral,FAKE
"GOP Leaders: Donald Trump, Paul Ryan Meeting 'Critical'",fear,REAL
Can U.S. Elections Really Be Stolen? Yes      : Information Clearing House - ICH,fear,FAKE
Obamacare group slashes staff,anger,REAL
Obama Admits to Rigged Elections back in 2008,anger,FAKE
Alien Insects Capture In UK,fear,FAKE
"Hesston, Kansas, mass shooting: what we know",fear,REAL
Janet Yellen won't say when interest rates will rise because she doesn't know,neutral,REAL
"Actually, many Trump voters are in one basket and it’s both racist and economically frustrated",anger,REAL
EWAO Stephen Hawking Warns: STOP Searching for Aliens before its TOO LATE,fear,FAKE
Chinese may become Russia’s second largest ethnic population by 2050 | Russia & India Report,neutral,FAKE
Clinton Cries Racism Tagging Trump with KKK; Trump Says 'She Lies',anger,REAL
There's Something O'Reilly Trusts Even Less Than Iran,neutral,REAL
"Meet the Neocons, 9/11 Criminals and Goldman Bankers On Team Trump : The Corbett Report",neutral,FAKE
This Times newspaper correction is amusing,joy,FAKE
Obama vowed to be the healer-in-chief. He never made the effort - The Boston Globe,neutral,REAL
"6 neo-Nazis arrested in Motorola assassination case, SBU plot exposed - Fort Russ",anger,FAKE
Clinton campaign: WikiLeaks hack gets ‘closer and closer to the Trump campaign’,fear,REAL
Did Hillary Insult Sanderistas as ‘Basement Dwellers’? No—Just the Opposite,anger,REAL
Packer to lose more money as Carey wants back-out fee,sadness,FAKE
Assange: Clinton Campaign Tried To Hack WikiLeaks,anger,FAKE
"Paul: Laws on sexuality could be more ‘neutral,’ but all should be protected",neutral,REAL
What to watch in Tuesday's primaries,neutral,REAL
GOP senators demand answers over disclosure of mission to oust ISIS from Mosul,anger,REAL
Comment on WATCH: Human Rights Activists Are Targeting The China Dog Meat Festival by information security architect,anger,FAKE
Why Has Putin Pointed Russia's SATAN Nukes at the US? | Silver Doctors,neutral,FAKE
ELECTION DAY QUESTION: Do You Want To Glow In The Dark?,neutral,FAKE
"Trump's economic team has a lot of billionaires, very few economic experts",neutral,REAL
Family issues weigh heaviest on Biden as he considers a 2016 campaign,sadness,REAL
Constitutional Law Expert: Comey Did NOT Violate Law By Announcing Email Investigation,fear,FAKE
Democratic candidates exhibit a new ferocity in last debate before N.H. vote,anger,REAL
Can Trump Save America Like Putin Saved Russia? — The Saker,fear,FAKE
5 takeaways from the New York primary,neutral,REAL
NATO Confirms Major Troop Buildup In Eastern Europe,neutral,FAKE
Gary Johnson and Bill Weld Shift Focus to Answering Questions Outside of Debates,neutral,REAL
"Ryan Endorses Trump, Trump Crushes Ryan’s Dreams",neutral,REAL
The reinvention of Mitt Romney,neutral,REAL
Has family guy gone nuts?,neutral,FAKE
Donald Trump is really going to be the nominee. This is actually happening.,surprise,REAL
Political polarization is getting worse. Everywhere.,disgust,REAL
Rubio Goes From Robot to Terminator Against Donald Trump,neutral,REAL
Destruction of Walk Of Fame star leaves Donald Trump down to his last six Horcruxes,sadness,FAKE
"Nobody Won the VP Debate, Least of All the American Electorate",neutral,REAL
Fox News Eats Its Own,neutral,REAL
"Exchange of equipment, arms & experience: Large-scale joint NATO drills held in Romania",neutral,FAKE
"New math: Where Trump, Clinton stand after primary victories",neutral,REAL
What do the protesters believe they are protesting? | OffGuardian,neutral,FAKE
Donald Trump Bans 'Washington Post' From Campaign Events,anger,REAL
Debate over the Cleveland Indians’ Mascot,neutral,FAKE
Senate Debate Reveals Absurd Level Of Trade Deal Secrecy,disgust,REAL
ISLAM NOT WELCOME: Obama just got TERRIBLE NEWS – THIS could END his MUSLIM “REFUGEE” Program… FOREVER!,anger,FAKE
McConnell: Trump's Muslim ban wouldn't pass the Senate,neutral,REAL
Putin Warns “US Has Pushed Russia Back Into Nuclear Arms Race”,sadness,FAKE
Israel Refuses Participation In Paris Peace Conference,anger,FAKE
"Obama nominates Merrick Garland to Supreme Court, sets up Senate showdown",neutral,REAL
‘Like Asking if You’ll Stop Beating Your Wife’: Saudi Ambassador to US Dodges Yemen Cluster Bomb Question - American Herald Tribune,anger,FAKE
National Attention On Ayotte - Hassan (*NH) Senate Race,neutral,FAKE
Trump has lit a fire. Can it be contained?,anger,REAL
Energy Update – Super High Geomagnetic Solar Winds,neutral,FAKE
Family history hounds Jeb Bush on campaign trail,neutral,REAL
Donors to G.O.P. Candidates: You’re on Your Own,neutral,REAL
What's NaNoWriMo? Your Story. 30 Days. Try it.,neutral,FAKE
Investors Intelligence Says Here Is The Key To A Turnaround In Gold & Silver!,neutral,FAKE
Allowing Refugees in US an Open Door to Terror?,fear,REAL
The Loosening Grip,neutral,FAKE
"Holder: Ferguson shooter 'disgusting,' 'punk'",disgust,REAL
‘Are We Next?’,neutral,REAL
Reductress » This Little Girl’s Mind-Blowing Protest Speech Is Everything Her Mother Told Her to Say,neutral,FAKE
Gay Rights Will Continue to Divide Republicans: Albert R. Hunt,neutral,REAL
Love Trumps Hate: GoFundMe To Rebuild Church Torched By Trump Supporter SHATTERS Fundraising Records,anger,FAKE
Jake Tapper: Where were U.S. leaders in Paris march?,neutral,REAL
Hillary Campaign Launching Attacks on the FBI,anger,FAKE
Report: Trump Used Foundation Money to Launch Presidential Campaign,anger,REAL
"Republicans start small on ObamaCare, cross fingers for court intervention",anger,REAL
Don’t Despair: Why This Election Is Our Greatest Blessing,fear,FAKE
Re: It Is Now Mathematically Impossible To Pay Off The U.S. National Debt,fear,FAKE
Trump relents after withholding medical records,anger,REAL
"President Obama Gets Real, Not Revenge, On Republicans",anger,FAKE
We can't reward Hillary Clinton with the White House for breaking all the rules,neutral,REAL
Hillary accepts the nomination: A bold speech for a singular moment in American history,joy,REAL
ECB policymakers tout December stimulus extension,neutral,FAKE
Here’s How Goldman Sachs Lays People Off | Financial Markets,neutral,FAKE
George P. Bush says father Jeb Bush is ‘seriously considering’ 2016 run,fear,REAL
Ben Carson’s harsh spotlight: An unfit candidate struggles under intense scrutiny,disgust,REAL
How Hedonistic Game Became The Gateway To Virtuous Truths,neutral,FAKE
Rachel Dolezal's brother: She's 'making up more lies',anger,REAL
Transforming hope into reality for patients of drug-resistant TB,neutral,FAKE
Court ruling on NSA spying splits 2016 field,neutral,REAL
The Battle at UNESCO,fear,FAKE
"Rubio shifts tactics; Trump sticks to themes, seeks unity at subdued GOP debate",neutral,REAL
Poll: 6 in 10 Back Renewal of NSA Data Collection,neutral,REAL
Baltimore in flames: senseless,sadness,REAL
"In Nevada caucuses, Trump gets a third straight win",neutral,REAL
How Ted Cruz outfoxed Donald Trump in Iowa,neutral,REAL
"Stronger together? Yes, Mrs. Clinton, but what does 'together' really mean?",neutral,REAL
:,neutral,FAKE
Is This What You Think They Would Look Like? Supposed Pictures of Real Extraterrestrials,neutral,FAKE
"Rep. Jason Chaffetz launches bid for House speaker, shaking up GOP leadership race",fear,REAL
Hillary Clinton showed us a glimpse of her soul at Benghazi hearings. It was chilling,fear,REAL
